INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
30501203	3	5	1	203	Gem9_3_7	T± Mçu Løc tinh hoa (c¤p 3)	Sau khi sØ døng s¨ tång né tránh cüa bän thân thêm #G135 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YT± Mçu Løc toái phiªn (c¤p 3) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YT± Mçu Løc (c¤p 3) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	3	0	2005	-1	1
30501204	3	5	1	204	Gem9_3_7	T± Mçu Løc tinh hoa (c¤p 4)	Sau khi sØ døng s¨ tång né tránh cüa bän thân thêm #G273 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YT± Mçu Løc toái phiªn (c¤p 4) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YT± Mçu Løc (c¤p 4) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	4	0	2005	-1	1
30501205	3	5	1	205	Gem9_3_7	T± Mçu Løc tinh hoa (c¤p 5)	Sau khi sØ døng s¨ tång né tránh cüa bän thân thêm #G494 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YT± Mçu Løc toái phiªn (c¤p 5) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YT± Mçu Løc (c¤p 5) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	5	0	2005	-1	1
30501206	3	5	1	206	Gem9_3_7	T± Mçu Løc tinh hoa (c¤p 6)	Sau khi sØ døng s¨ tång né tránh cüa bän thân thêm #G741 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YT± Mçu Løc toái phiªn (c¤p 6) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YT± Mçu Løc (c¤p 6) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	6	0	2005	-1	1
30501207	3	5	1	207	Gem9_3_7	T± Mçu Løc tinh hoa (c¤p 7)	Sau khi sØ døng s¨ tång né tránh cüa bän thân thêm #G963 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YT± Mçu Løc toái phiªn (c¤p 7) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YT± Mçu Løc (c¤p 7) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	7	0	2005	-1	1
30501208	3	5	1	208	Gem9_3_7	T± Mçu Løc tinh hoa (c¤p 8)	Sau khi sØ døng s¨ tång né tránh cüa bän thân thêm #G1186 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YT± Mçu Løc toái phiªn (c¤p 8) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YT± Mçu Løc (c¤p 8) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	8	0	2005	-1	1
30501209	3	5	1	209	Gem9_3_7	T± Mçu Løc tinh hoa (c¤p 9)	Sau khi sØ døng s¨ tång né tránh cüa bän thân thêm #G1230 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YT± Mçu Løc toái phiªn (c¤p 9) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YT± Mçu Løc (c¤p 9) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	9	0	2005	-1	1
30501210	3	5	1	210	Gem9_3_5	H°ng Tinh ThÕch tinh hoa (c¤p 1)	Sau khi sØ døng s¨ tång höa công công kích cüa bän thân thêm #G12 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YH°ng Tinh ThÕch toái phiªn (c¤p 1) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YThu¥n T¸nh H°ng Tinh ThÕch (c¤p 1) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	1	0	2005	-1	1
30501211	3	5	1	211	Gem9_3_5	H°ng Tinh ThÕch tinh hoa (c¤p 2)	Sau khi sØ døng s¨ tång höa công công kích cüa bän thân thêm #G23 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YH°ng Tinh ThÕch toái phiªn (c¤p 2) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YThu¥n T¸nh H°ng Tinh ThÕch (c¤p 2) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	2	0	2005	-1	1
30501212	3	5	1	212	Gem9_3_5	H°ng Tinh ThÕch tinh hoa (c¤p 3)	Sau khi sØ døng s¨ tång höa công công kích cüa bän thân thêm #G33 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YH°ng Tinh ThÕch toái phiªn (c¤p 3) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YThu¥n T¸nh H°ng Tinh ThÕch (c¤p 3) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	3	0	2005	-1	1
30501213	3	5	1	213	Gem9_3_5	H°ng Tinh ThÕch tinh hoa (c¤p 4)	Sau khi sØ døng s¨ tång höa công công kích cüa bän thân thêm #G60 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YH°ng Tinh ThÕch toái phiªn (c¤p 4) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YThu¥n T¸nh H°ng Tinh ThÕch (c¤p 4) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	4	0	2005	-1	1
30501214	3	5	1	214	Gem9_3_5	H°ng Tinh ThÕch tinh hoa (c¤p 5)	Sau khi sØ døng s¨ tång höa công công kích cüa bän thân thêm #G120 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YH°ng Tinh ThÕch toái phiªn (c¤p 5) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YThu¥n T¸nh H°ng Tinh ThÕch (c¤p 5) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	5	0	2005	-1	1
30501215	3	5	1	215	Gem9_3_5	H°ng Tinh ThÕch tinh hoa (c¤p 6)	Sau khi sØ døng s¨ tång höa công công kích cüa bän thân thêm #G170 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YH°ng Tinh ThÕch toái phiªn (c¤p 6) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YThu¥n T¸nh H°ng Tinh ThÕch (c¤p 6) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	6	0	2005	-1	1
30501216	3	5	1	216	Gem9_3_5	H°ng Tinh ThÕch tinh hoa (c¤p 7)	Sau khi sØ døng s¨ tång höa công công kích cüa bän thân thêm #G230 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YH°ng Tinh ThÕch toái phiªn (c¤p 7) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YThu¥n T¸nh H°ng Tinh ThÕch (c¤p 7) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	7	0	2005	-1	1
30501217	3	5	1	217	Gem9_3_5	H°ng Tinh ThÕch tinh hoa (c¤p 8)	Sau khi sØ døng s¨ tång höa công công kích cüa bän thân thêm #G290 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YH°ng Tinh ThÕch toái phiªn (c¤p 8) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YThu¥n T¸nh H°ng Tinh ThÕch (c¤p 8) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	8	0	2005	-1	1
30501218	3	5	1	218	Gem9_3_5	H°ng Tinh ThÕch tinh hoa (c¤p 9)	Sau khi sØ døng s¨ tång höa công công kích cüa bän thân thêm #G300 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YH°ng Tinh ThÕch toái phiªn (c¤p 9) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YThu¥n T¸nh H°ng Tinh ThÕch (c¤p 9) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	9	0	2005	-1	1
30501219	3	5	1	219	Gem9_3_4	Lam Tinh ThÕch tinh hoa (c¤p 1)	Sau khi sØ døng s¨ tång bång công công kích cüa bän thân thêm #G12 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YLam Tinh ThÕch toái phiªn (c¤p 1) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YThu¥n T¸nh Lam Tinh ThÕch (c¤p 1) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	1	0	2005	-1	1
30501220	3	5	1	220	Gem9_3_4	Lam Tinh ThÕch tinh hoa (c¤p 2)	Sau khi sØ døng s¨ tång bång công công kích cüa bän thân thêm #G23 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YLam Tinh ThÕch toái phiªn (c¤p 2) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YThu¥n T¸nh Lam Tinh ThÕch (c¤p 2) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	2	0	2005	-1	1
30501221	3	5	1	221	Gem9_3_4	Lam Tinh ThÕch tinh hoa (c¤p 3)	Sau khi sØ døng s¨ tång bång công công kích cüa bän thân thêm #G33 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YLam Tinh ThÕch toái phiªn (c¤p 3) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YThu¥n T¸nh Lam Tinh ThÕch (c¤p 3) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	3	0	2005	-1	1
30501222	3	5	1	222	Gem9_3_4	Lam Tinh ThÕch tinh hoa (c¤p 4)	Sau khi sØ døng s¨ tång bång công công kích cüa bän thân thêm #G60 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YLam Tinh ThÕch toái phiªn (c¤p 4) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YThu¥n T¸nh Lam Tinh ThÕch (c¤p 4) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	4	0	2005	-1	1
30501223	3	5	1	223	Gem9_3_4	Lam Tinh ThÕch tinh hoa (c¤p 5)	Sau khi sØ døng s¨ tång bång công công kích cüa bän thân thêm #G120 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YLam Tinh ThÕch toái phiªn (c¤p 5) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YThu¥n T¸nh Lam Tinh ThÕch (c¤p 5) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	5	0	2005	-1	1
30501224	3	5	1	224	Gem9_3_4	Lam Tinh ThÕch tinh hoa (c¤p 6)	Sau khi sØ døng s¨ tång bång công công kích cüa bän thân thêm #G170 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YLam Tinh ThÕch toái phiªn (c¤p 6) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YThu¥n T¸nh Lam Tinh ThÕch (c¤p 6) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	6	0	2005	-1	1
30501225	3	5	1	225	Gem9_3_4	Lam Tinh ThÕch tinh hoa (c¤p 7)	Sau khi sØ døng s¨ tång bång công công kích cüa bän thân thêm #G230 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YLam Tinh ThÕch toái phiªn (c¤p 7) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YThu¥n T¸nh Lam Tinh ThÕch (c¤p 7) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	7	0	2005	-1	1
30501226	3	5	1	226	Gem9_3_4	Lam Tinh ThÕch tinh hoa (c¤p 8)	Sau khi sØ døng s¨ tång bång công công kích cüa bän thân thêm #G290 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YLam Tinh ThÕch toái phiªn (c¤p 8) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YThu¥n T¸nh Lam Tinh ThÕch (c¤p 8) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	8	0	2005	-1	1
30501227	3	5	1	227	Gem9_3_4	Lam Tinh ThÕch tinh hoa (c¤p 9)	Sau khi sØ døng s¨ tång bång công công kích cüa bän thân thêm #G300 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YLam Tinh ThÕch toái phiªn (c¤p 9) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YThu¥n T¸nh Lam Tinh ThÕch (c¤p 9) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	9	0	2005	-1	1
30501228	3	5	1	228	Gem9_3_3	Hoàng Tinh ThÕch tinh hoa (c¤p 1)	Sau khi sØ døng s¨ tång huy«n công công kích cüa bän thân thêm #G12 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YHoàng Tinh ThÕch toái phiªn (c¤p 1) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YThu¥n T¸nh Hoàng Tinh ThÕch (c¤p 1) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	1	0	2005	-1	1
30501229	3	5	1	229	Gem9_3_3	Hoàng Tinh ThÕch tinh hoa (c¤p 2)	Sau khi sØ døng s¨ tång huy«n công công kích cüa bän thân thêm #G23 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YHoàng Tinh ThÕch toái phiªn (c¤p 2) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YThu¥n T¸nh Hoàng Tinh ThÕch (c¤p 2) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	2	0	2005	-1	1
30501230	3	5	1	230	Gem9_3_3	Hoàng Tinh ThÕch tinh hoa (c¤p 3)	Sau khi sØ døng s¨ tång huy«n công công kích cüa bän thân thêm #G33 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YHoàng Tinh ThÕch toái phiªn (c¤p 3) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YThu¥n T¸nh Hoàng Tinh ThÕch (c¤p 3) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	3	0	2005	-1	1
30501231	3	5	1	231	Gem9_3_3	Hoàng Tinh ThÕch tinh hoa (c¤p 4)	Sau khi sØ døng s¨ tång huy«n công công kích cüa bän thân thêm #G60 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YHoàng Tinh ThÕch toái phiªn (c¤p 4) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YThu¥n T¸nh Hoàng Tinh ThÕch (c¤p 4) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	4	0	2005	-1	1
30501232	3	5	1	232	Gem9_3_3	Hoàng Tinh ThÕch tinh hoa (c¤p 5)	Sau khi sØ døng s¨ tång huy«n công công kích cüa bän thân thêm #G120 ði¬m#W, kéo dài trong #G48 gi¶#W. #r#GHi®u Ñng này sau khi nhân v§t tØ vong vçn t°n tÕi, và ð°ng th¶i khi thoát khöi game vçn tính th¶i gian. #r#WSau m²i l¥n sØ døng xong có th¬ ðÕt ðßþc #YHoàng Tinh ThÕch toái phiªn (c¤p 5) #W, Thu th§p ðü #G72 miªng #Wtoái phiªn có th¬ ðªn #GLÕc Dß½ng [194,180] #RGia Cát Kh±ng Minh #Wð±i l¤y mµt viên #YThu¥n T¸nh Hoàng Tinh ThÕch (c¤p 5) #W. #r#c00FF00 (Nh¤p chuµt phäi ð¬ sØ døng)	10	4	1	5	250	332206	78	1	-1	-1	-1	4	V§t ph¦m ð£c thù	5	0	2005	-1	1
