INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
28093	Côn Lôn Tiên Tu¤n Biªn D¸	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3784	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28094	Côn Lôn Tiên Tu¤n Biªn D¸	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3785	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28095	Côn Lôn Tiên Tu¤n Biªn D¸	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3786	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28096	Côn Lôn Tiên Tu¤n Biªn D¸	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3787	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28097	Côn Lôn Tiên Tu¤n Biªn D¸	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3788	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28099	Côn Lôn Tiên Tu¤n Bäo Bäo	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3781	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28100	Côn Lôn Tiên Tu¤n Trß·ng Thành	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3781	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28101	Côn Lôn Tiên Tu¤n Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3782	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28102	Côn Lôn Tiên Tu¤n Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3783	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28103	Côn Lôn Tiên Tu¤n Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3784	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28104	Côn Lôn Tiên Tu¤n Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3785	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28105	Côn Lôn Tiên Tu¤n Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3786	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28106	Côn Lôn Tiên Tu¤n Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3787	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28107	Côn Lôn Tiên Tu¤n Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3788	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28108	Côn Lôn Tiên Tu¤n Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3789	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28109	Côn Lôn Tiên Tu¤n Bäo Bäo	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3781	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28110	Thái Thß½ng Long TØ Trß·ng Thành	0	35	37	0	10	0	-1	9	20	1	0.1	-1	0	983	461	983	461	4768	1117	0	0	395	68	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3790	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28111	Thái Thß½ng Long TØ Biªn D¸	0	35	37	0	10	0	-1	9	20	1	0.1	-1	0	983	461	983	461	4768	1117	0	0	395	68	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3791	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28112	Thái Thß½ng Long TØ Biªn D¸	0	35	37	0	10	0	-1	9	20	1	0.1	-1	0	983	461	983	461	4768	1117	0	0	395	68	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3792	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28119	Thái Thß½ng Long TØ Bäo Bäo	0	35	37	0	10	0	-1	9	20	1	0.1	-1	0	983	461	983	461	4768	1117	0	0	395	68	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3790	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28120	Thái Thß½ng Long TØ Trß·ng Thành	0	45	52	0	10	0	-1	9	20	1	0.1	-1	0	1260	592	1260	592	6876	1432	0	0	551	87	4	4	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3790	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28121	Thái Thß½ng Long TØ Biªn D¸	0	45	52	0	10	0	-1	9	20	1	0.1	-1	0	1260	592	1260	592	6876	1432	0	0	551	87	4	4	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3791	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28122	Thái Thß½ng Long TØ Biªn D¸	0	45	52	0	10	0	-1	9	20	1	0.1	-1	0	1260	592	1260	592	6876	1432	0	0	551	87	4	4	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3792	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28123	Thái Thß½ng Long TØ Biªn D¸	0	45	52	0	10	0	-1	9	20	1	0.1	-1	0	1260	592	1260	592	6876	1432	0	0	551	87	4	4	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3793	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28129	Thái Thß½ng Long TØ Bäo Bäo	0	45	52	0	10	0	-1	9	20	1	0.1	-1	0	1260	592	1260	592	6876	1432	0	0	551	87	4	4	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3790	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28130	Thái Thß½ng Long TØ Trß·ng Thành	0	55	70	0	10	0	-1	9	20	1	0.1	-1	0	1614	722	1614	722	9320	1747	0	0	784	106	5	5	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3790	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28131	Thái Thß½ng Long TØ Biªn D¸	0	55	70	0	10	0	-1	9	20	1	0.1	-1	0	1614	722	1614	722	9320	1747	0	0	784	106	5	5	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3791	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28132	Thái Thß½ng Long TØ Biªn D¸	0	55	70	0	10	0	-1	9	20	1	0.1	-1	0	1614	722	1614	722	9320	1747	0	0	784	106	5	5	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3792	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28133	Thái Thß½ng Long TØ Biªn D¸	0	55	70	0	10	0	-1	9	20	1	0.1	-1	0	1614	722	1614	722	9320	1747	0	0	784	106	5	5	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3793	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28134	Thái Thß½ng Long TØ Biªn D¸	0	55	70	0	10	0	-1	9	20	1	0.1	-1	0	1614	722	1614	722	9320	1747	0	0	784	106	5	5	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3794	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28139	Thái Thß½ng Long TØ Bäo Bäo	0	55	70	0	10	0	-1	9	20	1	0.1	-1	0	1614	722	1614	722	9320	1747	0	0	784	106	5	5	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3790	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28140	Thái Thß½ng Long TØ Trß·ng Thành	0	65	91	0	10	0	-1	9	20	1	0.1	-1	0	1905	852	1905	852	12100	2062	0	0	1058	126	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3790	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28141	Thái Thß½ng Long TØ Biªn D¸	0	65	91	0	10	0	-1	9	20	1	0.1	-1	0	1905	852	1905	852	12100	2062	0	0	1058	126	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3791	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28142	Thái Thß½ng Long TØ Biªn D¸	0	65	91	0	10	0	-1	9	20	1	0.1	-1	0	1905	852	1905	852	12100	2062	0	0	1058	126	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3792	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28143	Thái Thß½ng Long TØ Biªn D¸	0	65	91	0	10	0	-1	9	20	1	0.1	-1	0	1905	852	1905	852	12100	2062	0	0	1058	126	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3793	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28144	Thái Thß½ng Long TØ Biªn D¸	0	65	91	0	10	0	-1	9	20	1	0.1	-1	0	1905	852	1905	852	12100	2062	0	0	1058	126	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3794	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28145	Thái Thß½ng Long TØ Biªn D¸	0	65	91	0	10	0	-1	9	20	1	0.1	-1	0	1905	852	1905	852	12100	2062	0	0	1058	126	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3795	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28149	Thái Thß½ng Long TØ Bäo Bäo	0	65	91	0	10	0	-1	9	20	1	0.1	-1	0	1905	852	1905	852	12100	2062	0	0	1058	126	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3790	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28150	Thái Thß½ng Long TØ Trß·ng Thành	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3790	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28151	Thái Thß½ng Long TØ Biªn D¸	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3791	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28152	Thái Thß½ng Long TØ Biªn D¸	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3792	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28153	Thái Thß½ng Long TØ Biªn D¸	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3793	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28154	Thái Thß½ng Long TØ Biªn D¸	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3794	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28155	Thái Thß½ng Long TØ Biªn D¸	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3795	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28156	Thái Thß½ng Long TØ Biªn D¸	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3796	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28159	Thái Thß½ng Long TØ Bäo Bäo	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3790	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28160	Thái Thß½ng Long TØ Trß·ng Thành	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3790	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28161	Thái Thß½ng Long TØ Biªn D¸	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3791	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28162	Thái Thß½ng Long TØ Biªn D¸	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3792	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28163	Thái Thß½ng Long TØ Biªn D¸	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3793	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28164	Thái Thß½ng Long TØ Biªn D¸	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3794	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28165	Thái Thß½ng Long TØ Biªn D¸	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3795	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28166	Thái Thß½ng Long TØ Biªn D¸	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3796	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28167	Thái Thß½ng Long TØ Biªn D¸	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3797	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28169	Thái Thß½ng Long TØ Bäo Bäo	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3790	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28170	Thái Thß½ng Long TØ Trß·ng Thành	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3790	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28171	Thái Thß½ng Long TØ Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3791	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28172	Thái Thß½ng Long TØ Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3792	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28173	Thái Thß½ng Long TØ Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3793	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28174	Thái Thß½ng Long TØ Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3794	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28175	Thái Thß½ng Long TØ Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3795	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28176	Thái Thß½ng Long TØ Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3796	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28177	Thái Thß½ng Long TØ Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3797	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28178	Thái Thß½ng Long TØ Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3798	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
28179	Thái Thß½ng Long TØ Bäo Bäo	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	3790	1	1	-1	100	100	set:PetHeader7 image:PetHeader7_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
31500	Thiªu Lâm Mµc Nhân	0	110	3056	0	10	0	-1	9	20	1	0.1	-1	0	4593	1726	4593	1726	35635	4176	0	0	2676	254	11	11	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	544	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_7	1200	2400	119	3297	3974	1866	3974	1866	38538	1	29	10	0	0	3	5	0	0	0
31501	Thiªu Lâm Mµc Nhân	0	120	3324	0	10	0	-1	9	20	1	0.1	-1	0	5009	1882	5009	1882	38860	4554	0	0	2918	277	12	12	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	544	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_7	1200	2400	129	3565	4306	2022	4306	2022	41763	1	29	10	0	0	3	5	0	0	0
