INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1039405	101	10	0	1	0	1	215	284	Nhi®m vø Ðoàn Diên Khánh	#{RW_20080321_613}	#{RW_20080321_622}	#{RW_20080321_631}	#{RW_20080321_633}			0	2	Ðoàn Diên Khánh	0	20	-1	-1	-1	1	Xích Cß¾c Dã Nhân	0	40004341	100	2																							94	1	#{YN_lootitem_119}	2	#{YN_lootitem_132}	91	900	#{YN_lootitem_138}																											
1039406	101	10	0	1	0	1	215	284	Nhi®m vø Ðoàn Diên Khánh	#{RW_20080321_614}	#{RW_20080321_623}	#{RW_20080321_631}	#{RW_20080321_633}			0	2	Ðoàn Diên Khánh	0	30	-1	-1	-1	1	Tung Hoä ThuÖ QuÖ	0	40004342	100	2																							94	1	#{YN_lootitem_119}	2	#{YN_lootitem_132}	91	900	#{YN_lootitem_138}																											
1039407	101	10	0	1	0	1	215	284	Nhi®m vø Ðoàn Diên Khánh	#{RW_20080321_615}	#{RW_20080321_624}	#{RW_20080321_631}	#{RW_20080321_633}			0	2	Ðoàn Diên Khánh	0	40	-1	-1	-1	1	Lang Tµc Th± Ty	0	40004343	100	3																							94	1	#{YN_lootitem_119}	2	#{YN_lootitem_132}	91	900	#{YN_lootitem_138}																											
1039408	101	10	0	1	0	1	215	284	Nhi®m vø Ðoàn Diên Khánh	#{RW_20080321_616}	#{RW_20080321_625}	#{RW_20080321_631}	#{RW_20080321_633}			0	2	Ðoàn Diên Khánh	0	50	-1	-1	-1	1	Hoa Cß½ng ThÕch Nhân	0	40004344	100	3																							94	1	#{YN_lootitem_119}	2	#{YN_lootitem_132}	91	900	#{YN_lootitem_138}																											
1039409	101	10	0	1	0	1	215	284	Nhi®m vø Ðoàn Diên Khánh	#{RW_20080321_617}	#{RW_20080321_626}	#{RW_20080321_631}	#{RW_20080321_633}			0	2	Ðoàn Diên Khánh	0	60	-1	-1	-1	1	B¢ng Dân	0	40004345	100	4																							94	1	#{YN_lootitem_119}	2	#{YN_lootitem_132}	91	900	#{YN_lootitem_138}																											
1039410	101	10	0	1	0	1	215	284	Nhi®m vø Ðoàn Diên Khánh	#{RW_20080321_618}	#{RW_20080321_627}	#{RW_20080321_631}	#{RW_20080321_633}			0	2	Ðoàn Diên Khánh	0	70	-1	-1	-1	1	H°ng Y Mã Phï	0	40004346	100	4																							94	1	#{YN_lootitem_119}	2	#{YN_lootitem_132}	91	900	#{YN_lootitem_138}																											
1039411	101	10	0	1	0	1	215	284	Nhi®m vø Ðoàn Diên Khánh	#{RW_20080321_619}	#{RW_20080321_628}	#{RW_20080321_631}	#{RW_20080321_633}			0	2	Ðoàn Diên Khánh	0	80	-1	-1	-1	1	Ð¢ng Giáp Dûng Sî	0	40004347	100	6																							94	1	#{YN_lootitem_119}	2	#{YN_lootitem_132}	91	900	#{YN_lootitem_138}																											
1039412	101	10	0	1	0	1	215	284	Nhi®m vø Ðoàn Diên Khánh	#{RW_20080321_620}	#{RW_20080321_629}	#{RW_20080321_631}	#{RW_20080321_633}			0	2	Ðoàn Diên Khánh	0	90	-1	-1	-1	1	Nam Häi ÐÕo Th¥n	0	40004348	100	6																							94	1	#{YN_lootitem_119}	2	#{YN_lootitem_132}	91	900	#{YN_lootitem_138}																											
1039450	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Dñ	#{YN_lootitem_40}%i#{YN_lootitem_41}	#{YN_lootitem_100}%i#{YN_lootitem_101}	#{RW_20080321_652}	#{RW_20080321_654}			0	2	Ðoàn Chính Thu¥n	0	20	-1	-1	-1	1		2	21	100	1																							95	1	#{YN_lootitem_120}	2	#{YN_lootitem_133}	91	900	#{YN_lootitem_138}																											
1039451	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Dñ	#{YN_lootitem_40}%i#{YN_lootitem_41}	#{YN_lootitem_100}%i#{YN_lootitem_101}	#{RW_20080321_652}	#{RW_20080321_654}			0	2	Ðoàn Chính Thu¥n	0	20	-1	-1	-1	1		2	22	100	1																							95	1	#{YN_lootitem_120}	2	#{YN_lootitem_133}	91	900	#{YN_lootitem_138}																											
1039452	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Dñ	#{YN_lootitem_40}%i#{YN_lootitem_41}	#{YN_lootitem_100}%i#{YN_lootitem_101}	#{RW_20080321_652}	#{RW_20080321_654}			0	2	Ðoàn Chính Thu¥n	0	20	-1	-1	-1	1		2	23	100	1																							95	1	#{YN_lootitem_120}	2	#{YN_lootitem_133}	91	900	#{YN_lootitem_138}																											
1039453	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Dñ	#{YN_lootitem_40}%i#{YN_lootitem_41}	#{YN_lootitem_100}%i#{YN_lootitem_101}	#{RW_20080321_652}	#{RW_20080321_654}			0	2	Ðoàn Chính Thu¥n	0	20	-1	-1	-1	1		2	24	100	1																							95	1	#{YN_lootitem_120}	2	#{YN_lootitem_133}	91	900	#{YN_lootitem_138}																											
1039454	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Dñ	#{YN_lootitem_40}%i#{YN_lootitem_41}	#{YN_lootitem_100}%i#{YN_lootitem_101}	#{RW_20080321_652}	#{RW_20080321_654}			0	2	Ðoàn Chính Thu¥n	0	20	-1	-1	-1	1		2	25	100	1																							95	1	#{YN_lootitem_120}	2	#{YN_lootitem_133}	91	900	#{YN_lootitem_138}																											
1039455	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Dñ	#{RW_20080321_635}	#{RW_20080321_644}	#{RW_20080321_653}	#{RW_20080321_655}			0	2	Ðoàn Chính Thu¥n	0	20	-1	-1	-1	1	Xích Cß¾c Dã Nhân	0	40004360	100	2																							95	1	#{YN_lootitem_120}	2	#{YN_lootitem_133}	91	900	#{YN_lootitem_138}																											
1039456	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Dñ	#{RW_20080321_636}	#{RW_20080321_645}	#{RW_20080321_653}	#{RW_20080321_655}			0	2	Ðoàn Chính Thu¥n	0	30	-1	-1	-1	1	LÕn Lµ ThuÖ QuÖ	0	40004360	100	2																							95	1	#{YN_lootitem_120}	2	#{YN_lootitem_133}	91	900	#{YN_lootitem_138}																											
1039457	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Dñ	#{RW_20080321_637}	#{RW_20080321_646}	#{RW_20080321_653}	#{RW_20080321_655}			0	2	Ðoàn Chính Thu¥n	0	40	-1	-1	-1	1	T¥n Gia TrÕi Th± Phï	0	40004361	100	3																							95	1	#{YN_lootitem_120}	2	#{YN_lootitem_133}	91	900	#{YN_lootitem_138}																											
1039458	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Dñ	#{RW_20080321_638}	#{RW_20080321_647}	#{RW_20080321_653}	#{RW_20080321_655}			0	2	Ðoàn Chính Thu¥n	0	50	-1	-1	-1	1	S½n Vi®t ÐÕo Phï	0	40004361	100	3																							95	1	#{YN_lootitem_120}	2	#{YN_lootitem_133}	91	900	#{YN_lootitem_138}																											
1039459	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Dñ	#{RW_20080321_639}	#{RW_20080321_648}	#{RW_20080321_653}	#{RW_20080321_655}			0	2	Ðoàn Chính Thu¥n	0	60	-1	-1	-1	1	Tùng Lâm Dã Nhân	0	40004361	100	4																							95	1	#{YN_lootitem_120}	2	#{YN_lootitem_133}	91	900	#{YN_lootitem_138}																											
1039460	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Dñ	#{RW_20080321_640}	#{RW_20080321_649}	#{RW_20080321_653}	#{RW_20080321_655}			0	2	Ðoàn Chính Thu¥n	0	70	-1	-1	-1	1	H¡c Y Mã Phï	0	40004362	100	4																							95	1	#{YN_lootitem_120}	2	#{YN_lootitem_133}	91	900	#{YN_lootitem_138}																											
1039461	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Dñ	#{RW_20080321_641}	#{RW_20080321_650}	#{RW_20080321_653}	#{RW_20080321_655}			0	2	Ðoàn Chính Thu¥n	0	80	-1	-1	-1	1	Ð¢ng Giáp T£c	0	40004362	100	6																							95	1	#{YN_lootitem_120}	2	#{YN_lootitem_133}	91	900	#{YN_lootitem_138}																											
1039462	101	10	0	1	0	1	62	35	Nhi®m vø Ðoàn Dñ	#{RW_20080321_642}	#{RW_20080321_651}	#{RW_20080321_653}	#{RW_20080321_655}			0	2	Ðoàn Chính Thu¥n	0	90	-1	-1	-1	1	Vînh DÕ Tu La	0	40004362	100	6																							95	1	#{YN_lootitem_120}	2	#{YN_lootitem_133}	91	900	#{YN_lootitem_138}																											
1039500	101	10	0	1	0	1	128	74	Nhi®m vø A Bích	#{YN_lootitem_42}%i#{YN_lootitem_43}	#{YN_lootitem_102}%i#{YN_lootitem_103}	#{RW_20080321_672}	#{RW_20080321_674}			0	1	A Bích	0	30	-1	-1	-1	1		2	26	100	1																							97	1	#{YN_lootitem_121}	2	#{YN_lootitem_134}	91	900	#{YN_lootitem_138}																											
1039501	101	10	0	1	0	1	128	74	Nhi®m vø A Bích	#{YN_lootitem_42}%i#{YN_lootitem_43}	#{YN_lootitem_102}%i#{YN_lootitem_103}	#{RW_20080321_672}	#{RW_20080321_674}			0	1	A Bích	0	30	-1	-1	-1	1		2	27	100	1																							97	1	#{YN_lootitem_121}	2	#{YN_lootitem_134}	91	900	#{YN_lootitem_138}																											
1039502	101	10	0	1	0	1	128	74	Nhi®m vø A Bích	#{YN_lootitem_42}%i#{YN_lootitem_43}	#{YN_lootitem_102}%i#{YN_lootitem_103}	#{RW_20080321_672}	#{RW_20080321_674}			0	1	A Bích	0	30	-1	-1	-1	1		2	28	100	1																							97	1	#{YN_lootitem_121}	2	#{YN_lootitem_134}	91	900	#{YN_lootitem_138}																											
1039503	101	10	0	1	0	1	128	74	Nhi®m vø A Bích	#{YN_lootitem_42}%i#{YN_lootitem_43}	#{YN_lootitem_102}%i#{YN_lootitem_103}	#{RW_20080321_672}	#{RW_20080321_674}			0	1	A Bích	0	30	-1	-1	-1	1		2	29	100	1																							97	1	#{YN_lootitem_121}	2	#{YN_lootitem_134}	91	900	#{YN_lootitem_138}																											
1039504	101	10	0	1	0	1	128	74	Nhi®m vø A Bích	#{YN_lootitem_42}%i#{YN_lootitem_43}	#{YN_lootitem_102}%i#{YN_lootitem_103}	#{RW_20080321_672}	#{RW_20080321_674}			0	1	A Bích	0	30	-1	-1	-1	1		2	30	100	1																							97	1	#{YN_lootitem_121}	2	#{YN_lootitem_134}	91	900	#{YN_lootitem_138}																											
1039505	101	10	0	1	0	1	128	74	Nhi®m vø A Bích	#{RW_20080321_657}	#{RW_20080321_665}	#{RW_20080321_673}	#{RW_20080321_675}			0	1	A Bích	0	30	-1	-1	-1	1	Long Tuy«n Báo	0	40004374	100	5																							97	1	#{YN_lootitem_121}	2	#{YN_lootitem_134}	91	900	#{YN_lootitem_138}																											
1039506	101	10	0	1	0	1	128	74	Nhi®m vø A Bích	#{RW_20080321_658}	#{RW_20080321_666}	#{RW_20080321_673}	#{RW_20080321_675}			0	1	A Bích	0	40	-1	-1	-1	1	H°ng Phong Hùng	0	40004375	100	8																							97	1	#{YN_lootitem_121}	2	#{YN_lootitem_134}	91	900	#{YN_lootitem_138}																											
1039507	101	10	0	1	0	1	128	74	Nhi®m vø A Bích	#{RW_20080321_659}	#{RW_20080321_667}	#{RW_20080321_673}	#{RW_20080321_675}			0	1	A Bích	0	50	-1	-1	-1	1	Tông Hùng	0	40004376	100	8																							97	1	#{YN_lootitem_121}	2	#{YN_lootitem_134}	91	900	#{YN_lootitem_138}																											
1039508	101	10	0	1	0	1	128	74	Nhi®m vø A Bích	#{RW_20080321_660}	#{RW_20080321_668}	#{RW_20080321_673}	#{RW_20080321_675}			0	1	A Bích	0	60	-1	-1	-1	1	Tùng Lâm Dã Nhân	0	40004377	100	11																							97	1	#{YN_lootitem_121}	2	#{YN_lootitem_134}	91	900	#{YN_lootitem_138}																											
1039509	101	10	0	1	0	1	128	74	Nhi®m vø A Bích	#{RW_20080321_661}	#{RW_20080321_669}	#{RW_20080321_673}	#{RW_20080321_675}			0	1	A Bích	0	70	-1	-1	-1	1	BÕch Lang Vß½ng	0	40004378	100	11																							97	1	#{YN_lootitem_121}	2	#{YN_lootitem_134}	91	900	#{YN_lootitem_138}																											
1039510	101	10	0	1	0	1	128	74	Nhi®m vø A Bích	#{RW_20080321_662}	#{RW_20080321_670}	#{RW_20080321_673}	#{RW_20080321_675}			0	1	A Bích	0	80	-1	-1	-1	1	H¡c Chi¬u Báo	0	40004379	100	15																							97	1	#{YN_lootitem_121}	2	#{YN_lootitem_134}	91	900	#{YN_lootitem_138}																											
1039511	101	10	0	1	0	1	128	74	Nhi®m vø A Bích	#{RW_20080321_663}	#{RW_20080321_671}	#{RW_20080321_673}	#{RW_20080321_675}			0	1	A Bích	0	90	-1	-1	-1	1	Chi¬u TrÕch NgÕc Ngß	0	40004380	100	15																							97	1	#{YN_lootitem_121}	2	#{YN_lootitem_134}	91	900	#{YN_lootitem_138}																											
1039550	101	10	0	1	0	1	62	98	Nhi®m vø Khßu Ma Trí	#{YN_lootitem_44}%i#{YN_lootitem_45}	#{YN_lootitem_104}%i#{YN_lootitem_105}	#{RW_20080321_678}	#{RW_20080321_679}			0	8	Cßu Ma Trí	0	60	-1	-1	-1	1		2	56	100	1																							103	1	#{YN_lootitem_122}	2	#{YN_lootitem_135}	91	900	#{YN_lootitem_138}																											
1039551	101	10	0	1	0	1	62	98	Nhi®m vø Khßu Ma Trí	#{YN_lootitem_44}%i#{YN_lootitem_45}	#{YN_lootitem_104}%i#{YN_lootitem_105}	#{RW_20080321_678}	#{RW_20080321_679}			0	8	Cßu Ma Trí	0	60	-1	-1	-1	1		2	57	100	1																							103	1	#{YN_lootitem_122}	2	#{YN_lootitem_135}	91	900	#{YN_lootitem_138}																											
1039552	101	10	0	1	0	1	62	98	Nhi®m vø Khßu Ma Trí	#{YN_lootitem_44}%i#{YN_lootitem_45}	#{YN_lootitem_104}%i#{YN_lootitem_105}	#{RW_20080321_678}	#{RW_20080321_679}			0	8	Cßu Ma Trí	0	60	-1	-1	-1	1		2	58	100	1																							103	1	#{YN_lootitem_122}	2	#{YN_lootitem_135}	91	900	#{YN_lootitem_138}																											
1039553	101	10	0	1	0	1	62	98	Nhi®m vø Khßu Ma Trí	#{YN_lootitem_44}%i#{YN_lootitem_45}	#{YN_lootitem_104}%i#{YN_lootitem_105}	#{RW_20080321_678}	#{RW_20080321_679}			0	8	Cßu Ma Trí	0	60	-1	-1	-1	1		2	59	100	1																							103	1	#{YN_lootitem_122}	2	#{YN_lootitem_135}	91	900	#{YN_lootitem_138}																											
1039554	101	10	0	1	0	1	62	98	Nhi®m vø Khßu Ma Trí	#{YN_lootitem_44}%i#{YN_lootitem_45}	#{YN_lootitem_104}%i#{YN_lootitem_105}	#{RW_20080321_678}	#{RW_20080321_679}			0	8	Cßu Ma Trí	0	60	-1	-1	-1	1		2	60	100	1																							103	1	#{YN_lootitem_122}	2	#{YN_lootitem_135}	91	900	#{YN_lootitem_138}																											
1039600	101	10	0	1	0	1	250	168	Nhi®m vø Chung Linh	#{YN_lootitem_46}%i#{YN_lootitem_47}	#{YN_lootitem_106}%i#{YN_lootitem_107}	#{RW_20080321_698}	#{RW_20080321_699}			0	6	Chung Linh	0	20	-1	-1	-1	1		2	11	100	1																							93	1	#{YN_lootitem_123}	2	#{YN_lootitem_136}	91	900	#{YN_lootitem_138}																											
1039601	101	10	0	1	0	1	250	168	Nhi®m vø Chung Linh	#{YN_lootitem_46}%i#{YN_lootitem_47}	#{YN_lootitem_106}%i#{YN_lootitem_107}	#{RW_20080321_698}	#{RW_20080321_699}			0	6	Chung Linh	0	20	-1	-1	-1	1		2	12	100	1																							93	1	#{YN_lootitem_123}	2	#{YN_lootitem_136}	91	900	#{YN_lootitem_138}																											
1039602	101	10	0	1	0	1	250	168	Nhi®m vø Chung Linh	#{YN_lootitem_46}%i#{YN_lootitem_47}	#{YN_lootitem_106}%i#{YN_lootitem_107}	#{RW_20080321_698}	#{RW_20080321_699}			0	6	Chung Linh	0	20	-1	-1	-1	1		2	13	100	1																							93	1	#{YN_lootitem_123}	2	#{YN_lootitem_136}	91	900	#{YN_lootitem_138}																											
1039603	101	10	0	1	0	1	250	168	Nhi®m vø Chung Linh	#{YN_lootitem_46}%i#{YN_lootitem_47}	#{YN_lootitem_106}%i#{YN_lootitem_107}	#{RW_20080321_698}	#{RW_20080321_699}			0	6	Chung Linh	0	20	-1	-1	-1	1		2	14	100	1																							93	1	#{YN_lootitem_123}	2	#{YN_lootitem_136}	91	900	#{YN_lootitem_138}																											
1039604	101	10	0	1	0	1	250	168	Nhi®m vø Chung Linh	#{YN_lootitem_46}%i#{YN_lootitem_47}	#{YN_lootitem_106}%i#{YN_lootitem_107}	#{RW_20080321_698}	#{RW_20080321_699}			0	6	Chung Linh	0	20	-1	-1	-1	1		2	15	100	1																							93	1	#{YN_lootitem_123}	2	#{YN_lootitem_136}	91	900	#{YN_lootitem_138}																											
1039605	101	10	0	1	0	1	250	168	Nhi®m vø Chung Linh	#{RW_20080321_681}	#{RW_20080321_690}	#{RW_20080321_653}	#{RW_20080321_700}			0	6	Chung Linh	0	20	-1	-1	-1	1	Xích Cß¾c Dã Nhân	0	40004333	100	2																							93	1	#{YN_lootitem_123}	2	#{YN_lootitem_136}	91	900	#{YN_lootitem_138}																											
1039606	101	10	0	1	0	1	250	168	Nhi®m vø Chung Linh	#{RW_20080321_682}	#{RW_20080321_691}	#{RW_20080321_653}	#{RW_20080321_700}			0	6	Chung Linh	0	30	-1	-1	-1	1	LÕn Lµ ThuÖ QuÖ	0	40004334	100	2																							93	1	#{YN_lootitem_123}	2	#{YN_lootitem_136}	91	900	#{YN_lootitem_138}																											
1039607	101	10	0	1	0	1	250	168	Nhi®m vø Chung Linh	#{RW_20080321_683}	#{RW_20080321_692}	#{RW_20080321_653}	#{RW_20080321_700}			0	6	Chung Linh	0	40	-1	-1	-1	1	T¥n Gia TrÕi Th± Phï	0	40004335	100	3																							93	1	#{YN_lootitem_123}	2	#{YN_lootitem_136}	91	900	#{YN_lootitem_138}																											
1039608	101	10	0	1	0	1	250	168	Nhi®m vø Chung Linh	#{RW_20080321_684}	#{RW_20080321_693}	#{RW_20080321_653}	#{RW_20080321_700}			0	6	Chung Linh	0	50	-1	-1	-1	1	S½n Vi®t ÐÕo Phï	0	40004336	100	3																							93	1	#{YN_lootitem_123}	2	#{YN_lootitem_136}	91	900	#{YN_lootitem_138}																											
1039609	101	10	0	1	0	1	250	168	Nhi®m vø Chung Linh	#{RW_20080321_685}	#{RW_20080321_694}	#{RW_20080321_653}	#{RW_20080321_700}			0	6	Chung Linh	0	60	-1	-1	-1	1	Tùng Lâm Dã Nhân	0	40004337	100	4																							93	1	#{YN_lootitem_123}	2	#{YN_lootitem_136}	91	900	#{YN_lootitem_138}																											
1039610	101	10	0	1	0	1	250	168	Nhi®m vø Chung Linh	#{RW_20080321_686}	#{RW_20080321_695}	#{RW_20080321_653}	#{RW_20080321_700}			0	6	Chung Linh	0	70	-1	-1	-1	1	H¡c Y Mã Phï	0	40004338	100	4																							93	1	#{YN_lootitem_123}	2	#{YN_lootitem_136}	91	900	#{YN_lootitem_138}																											
1039611	101	10	0	1	0	1	250	168	Nhi®m vø Chung Linh	#{RW_20080321_687}	#{RW_20080321_696}	#{RW_20080321_653}	#{RW_20080321_700}			0	6	Chung Linh	0	80	-1	-1	-1	1	Ð¢ng Giáp T£c	0	40004339	100	6																							93	1	#{YN_lootitem_123}	2	#{YN_lootitem_136}	91	900	#{YN_lootitem_138}																											
1039612	101	10	0	1	0	1	250	168	Nhi®m vø Chung Linh	#{RW_20080321_688}	#{RW_20080321_697}	#{RW_20080321_653}	#{RW_20080321_700}			0	6	Chung Linh	0	90	-1	-1	-1	1	Vînh DÕ Tu La	0	40004340	100	6																							93	1	#{YN_lootitem_123}	2	#{YN_lootitem_136}	91	900	#{YN_lootitem_138}																											
1039650	101	10	0	1	0	1	54	265	Nhi®m vø Hß Trúc	#{YN_lootitem_48}%i#{YN_lootitem_49}	#{YN_lootitem_108}%i#{YN_lootitem_109}	#{RW_20080321_703}	#{RW_20080321_699}			0	2	Di®p Nh¸ Nß½ng	0	60	-1	-1	-1	1		2	51	100	1																							102	1	#{YN_lootitem_124}	2	#{YN_lootitem_137}	91	900	#{YN_lootitem_138}																											
1039651	101	10	0	1	0	1	54	265	Nhi®m vø Hß Trúc	#{YN_lootitem_48}%i#{YN_lootitem_49}	#{YN_lootitem_108}%i#{YN_lootitem_109}	#{RW_20080321_703}	#{RW_20080321_699}			0	2	Di®p Nh¸ Nß½ng	0	60	-1	-1	-1	1		2	52	100	1																							102	1	#{YN_lootitem_124}	2	#{YN_lootitem_137}	91	900	#{YN_lootitem_138}																											
1039652	101	10	0	1	0	1	54	265	Nhi®m vø Hß Trúc	#{YN_lootitem_48}%i#{YN_lootitem_49}	#{YN_lootitem_108}%i#{YN_lootitem_109}	#{RW_20080321_703}	#{RW_20080321_699}			0	2	Di®p Nh¸ Nß½ng	0	60	-1	-1	-1	1		2	53	100	1																							102	1	#{YN_lootitem_124}	2	#{YN_lootitem_137}	91	900	#{YN_lootitem_138}																											
1039653	101	10	0	1	0	1	54	265	Nhi®m vø Hß Trúc	#{YN_lootitem_48}%i#{YN_lootitem_49}	#{YN_lootitem_108}%i#{YN_lootitem_109}	#{RW_20080321_703}	#{RW_20080321_699}			0	2	Di®p Nh¸ Nß½ng	0	60	-1	-1	-1	1		2	54	100	1																							102	1	#{YN_lootitem_124}	2	#{YN_lootitem_137}	91	900	#{YN_lootitem_138}																											
1039654	101	10	0	1	0	1	54	265	Nhi®m vø Hß Trúc	#{YN_lootitem_48}%i#{YN_lootitem_49}	#{YN_lootitem_108}%i#{YN_lootitem_109}	#{RW_20080321_703}	#{RW_20080321_699}			0	2	Di®p Nh¸ Nß½ng	0	60	-1	-1	-1	1		2	55	100	1																							102	1	#{YN_lootitem_124}	2	#{YN_lootitem_137}	91	900	#{YN_lootitem_138}																											
1039660	734	56	0	1	0	0	48	34	Vßþng Tài	#{WC_20080228_25}	#{WC_20080228_26}	#{WC_20080228_27}	#{WC_20080228_28}	415	Dß½ng Nguyên	0	415	Dß½ng Nguyên	0	83	-1	-1	-1	1	Y¬n Sß Giám Công	0	40004439	10	1																					45000	84000																																			1009111
1039661	735	56	0	1	0	0	176	194	Kh±i L²i Mµc Nhân	#{KLMR_20080228_29}	#{KLMR_20080228_30}	#{KLMR_20080228_31}	#{KLMR_20080228_32}	415	Vß½ng Tß Gia	0	415	Vß½ng Tß Gia	0	83	-1	-1	-1	1	OÕt Diêm Mµc Nhân	0	40004441	30	10																					47000	92000																																			
1039662	736	56	0	1	0	0	31	42	NgÕc Ðµc Cao	#{EDG_20080228_33}	#{EDG_20080228_34}	#{EDG_20080228_35}	#{EDG_20080228_36}	415	Lý Nhßþc Thüy	0	415	Lý Nhßþc Thüy	0	83	-1	-1	-1	1	Diêm H° NgÕc Ngß	0	40004440	30	10																					48000	100000																			30001013	2	30002007	2													
1039700	741	57	0	1	0	0	53	219	Tß Hß½ng Tình Khiªp	#{Mis_XYCJ_20080227_15}	#{Mis_XYCJ_20080227_16}	#{Mis_XYCJ_20080227_17}	#{Mis_XYCJ_20080227_18}	188	Chu Du	0	188	Chu Du	0	73	737	-1	-1	1	Tuyªt Nguyên Lang	0	40004443	20	10																					51000	56000																																			
1039800	435	12	0	1	0	0	170	138	Tìm kiªm VÕn Linh ThÕch	#{YD_20080421_99}	#{YD_20080421_100}	#{YD_20080421_171}	#{YD_20080421_101}	1	Lß½ng Sß Thành	0	1	Lß½ng Sß Thành	0	42	434	-1	-1	1		0	20309012	100	5																					4657	37260																			10412003	1	10414024	1													1018718
1039801	439	11	0	1	0	0	254	145	Thiên Ð¸a KÏ V§t	#{YD_20080421_109}	#{YD_20080421_110}	#{YD_20080421_172}	#{YD_20080421_111}	0	Nhuª Phúc Tß¶ng	0	0	Nhuª Phúc Tß¶ng	0	45	438	-1	-1	1		0	30505017	100	8																					6151	49214																																			1018719
1039802	479	59	0	1	0	0	280	60	Yªn Huy«n Chi Ng÷c	#{YD_20080421_140}	#{YD_20080421_141}	Ta thích nh¤t Yên Huy«n Ng÷c !	#{YD_20080421_142}	159	Yªn Bi®t Thu	0	19	Liêu Ðäo	0	48	478	-1	-1	1		0	20310000	100	1																					2000	16004																			10410001	1	10420004	1	10422013	1	10423021	1									
