INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING
545	680	7500	PetSkill9_7							0	0	0	6	0		Mi­n d¸ch công kích thuµc tính Huy«n
546	680	1000	PetSkill9_7							0	0	0	6	0		Kháng ğµc Hß nhßşc
547	680	1000	PetSkill9_7							0	0	0	6	0		Kháng höa Hß nhßşc
548	680	1000	PetSkill9_7							0	0	0	6	0		Kháng bång Hß nhßşc
549	680	1000	PetSkill9_7							0	0	0	6	0		Kháng huy«n Hß nhßşc
550	680	7500	PetSkill9_7							0	0	0	6	0		Mi­n d¸ch công kích thuµc tính Bång
551	680	7500	PetSkill9_7							0	0	0	6	0		Mi­n d¸ch công kích thuµc tính Höa
552	680	1000	FightSkillXiaoYao_15							0	0	0	6	0		Nhân Vong Tr§n: Tång sát thß½ng nh§n ğßşc
553	680	7500	FightSkillTianShan1_8		Skills\Common\ice_explode_1.wav		g01_ts_ÌìµØÃ÷Ãğ_zdo		½ÅÏÂ¹âÈ¦µã	0	0	0	6	0		Bång Phong
554	680	8000	Buff11_2				boss_Â¬¿¡Òå_Ììî¸°ÔÆø		ÉíÌåÊÜ»÷µã	0	0	0	6	0		Cu°ng bÕo
555	555	8000	FightSkillShaoLin2_4				g01_buff7		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Sát Tinh Hµ Th¬: mi­n giäm toàn bµ sát thß½ng
556	556	7500	FightSkillShaoLin2_4				g01_buff7		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Cô Phß½ng Tñ Thß·ng: Cách ly bän thân v¾i thª gi¾i. Mi­n d¸ch sát thß½ng nµi ngoÕi công, mi­n d¸ch sát thß½ng thuµc tính.
557	557	8000	Buff0_10				g01_ts_ÌìµØÃ÷Ãğ_zdo		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Cô L§p Vô Vi®n: Dß¾i sñ giúp ğŞ cüa Khô Vinh ĞÕi Sß, phong ¤n ğµng tác cüa Thiên Cô Tinh và Hµ Th¬ Khí Kình.
558	558	1000	Buff11_2				buff_ÊİÏ÷ÇàÄêÏÀ¿Í»Æ		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Hoàng S¡c Yêu Tinh: Hoàng S¡c Yêu Tinh cüa Ngô Døng Phøc Binh.
559	559	1000	Buff11_2				buff_ÊİÏ÷ÇàÄêÏÀ¿Íºì		ÉíÌåÊÜ»÷µã	0	0	0	1	0		H°ng S¡c Yêu Tinh: H°ng S¡c Yêu Tinh cüa Ngô Døng Phøc Binh.
560	560	1000	Buff11_2				buff_ÊİÏ÷ÇàÄêÏÀ¿Í×Ï		ÉíÌåÊÜ»÷µã	0	0	0	1	0		TØ S¡c Yêu Tinh: TØ S¡c Yêu Tinh cüa Ngô Døng Phøc Binh.
561	561	1000	PetSkill8_2							0	0	0	1	0		Phá Bång: giäm kháng Bång
562	562	1000	PetSkill8_5							0	0	0	1	0		Phá Ğµc: giäm kháng Ğµc
563	563	1000	PetSkill7_6							0	0	0	1	0		Phá Höa: giäm kháng Höa
564	564	1000	PetSkill7_3							0	0	0	1	0		Phá Huy«n: giäm kháng Huy«n
565	565	1000	FightSkillShaoLin1_13				buff_boss¾ÛÆøÌØĞ§		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Thiên Cang Hµ Th¬: vô ğ¸ch, ğang tø khí
566	566	1400	RideHeader3_5							0	0	0	1	0		Thú cßŞi: Lßu Ly Phøng
567	567	1400	RideHeader3_8							0	0	0	1	0		Thú cßŞi: Ngân Nguy®t Lang
568	568	1400	RideHeader3_12							0	0	0	1	0		Thú cßŞi: Li®t Di­m Sß
569	569	1400	RideHeader3_7							0	0	0	1	0		Thú cßŞi: Nhß İ H±
570	570	1400	RideHeader3_10							0	0	0	1	0		Thú cßŞi: Long Huyªt Mã
571	571	1400	RideHeader3_4							0	0	0	1	0		Thú cßŞi: Vø Änh Ğiêu
572	572	1400	RideHeader3_6							0	0	0	1	0		Thú cßŞi: ThuÜ Liên HÕc
573	573	1400	RideHeader3_9							0	0	0	1	0		Thú cßŞi: Th¤t Thái Lµc
574	574	1400	RideHeader3_11							0	0	0	1	0		Thú cßŞi: Thanh Mao Ngßu
575	575	1000	RideHeader3_13							0	0	0	1	0		Sí Bàng: Huy­n Vû
576	576	1400	RideHeader3_14							0	0	0	1	0		Thú cßŞi: Thi¬m Ği®n Ğiêu
577	577	1400	RideHeader3_15							0	0	0	1	0		Thú cßŞi: Ği®p Vû
581	581	8500	FightSkillMingJiao1_9				m01_mj_Å­»ğÁ¬Õ¶_³ÖĞø		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Nµ Höa Liên Träm: Khi t¤n công s¨ tång t¯c ğµ di chuy¬n và sát thß½ng gây ra s¨ tång d¥n
582	582	8500	FightSkillXiaoYao1_9				g01_xy_²½²½Éú»¨_³ÖĞø01		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Bµ Bµ Sinh Hoa: cách mµt khoäng th¶i gian tñ ğµng ğ£t mµt cÕm bçy dß¾i chân
583	583	1000	FightSkillTianShan1_9				m01_ts_±ùÄıËª»ª_³ÖĞø		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Ğóng Bång: không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, có th¬ ğánh thÑc
584	584	8500	FightSkillXinXiu2_9				g01_xx_Ê¬±¬_³ÖĞøbuff		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Nh¤t Nh§t Tang M®nh Tán: trong 20 giây møc tiêu tØ vong s¨ gây sát thß½ng ğµc và trÕng thái Th¤t Minh cho các møc tiêu xung quanh, nªu không tØ vong s¨ gây trÕng thái Th¤t Minh cho các møc tiêu xung quanh.
585	585	8500	FightSkillGaiBang_10				g01_gb_½£ÈĞÂÒÎè_³ÖĞø		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Hoành Täo Càn Khôn: mi­n d¸ch kÛ nång kh¯ng chª, bän thân không th¬ sØ døng kÛ nång, gây sát thß½ng kéo dài cho nhi«u møc tiêu ğ¯i ğ¸ch · xung quanh
586	586	1000	FightSkillMingJiao_4							0	0	0	1	0		Nµ Höa Trung Thiêu: tång t¯c ğµ di chuy¬n
587	587	1000	Buff0_14				npc_buff_07		Í·¶¥×´Ì¬µã	0	1	1	0	0		Sş hãi: Di chuy¬n tuÏ c½, không th¬ thao tác, có th¬ b¸ công kích, không có cách gì ğánh tïnh
588	588	1000	taiwanzhuanyong7_13							0	0	0	1	0		Chúc Phúc L­ TÕ Ân: Tång 26 ği¬m cß¶ng lñc
589	589	1000	taiwanzhuanyong7_13							0	0	0	1	0		Chúc Phúc L­ TÕ Ân: Tång 26 ği¬m nµi lñc
590	590	1000	taiwanzhuanyong7_13							0	0	0	1	0		Chúc Phúc L­ TÕ Ân: Tång 26 ği¬m th¬ lñc
591	591	1000	taiwanzhuanyong7_13							0	0	0	1	0		Chúc Phúc L­ TÕ Ân: Tång 26 ği¬m trí lñc
592	592	1000	taiwanzhuanyong7_13							0	0	0	1	0		Chúc Phúc L­ TÕ Ân: Tång cß¶ng lñc, th¬ lñc m²i loÕi 26 ği¬m
593	593	1000	taiwanzhuanyong7_13							0	0	0	1	0		Chúc Phúc L­ TÕ Ân: Tång nµi lñc, th¬ lñc m²i loÕi 26 ği¬m
594	594	1000	taiwanzhuanyong7_13							0	0	0	1	0		Chúc Phúc L­ TÕ Ân: Tång cß¶ng lñc, nµi lñc, trí lñc, th¬ lñc m²i loÕi 26 ği¬m
595	595	1000	taiwanzhuanyong7_13							0	0	0	1	0		Th¥n Bí Ng÷c M­: ngoÕi công c½ bän và nµi công c½ bän+15%
596	596	1000	Malaizhuanyong2_4							0	0	0	1	0		Nghênh Tiªp Tân Niên: Tång 20% ph¥n thß·ng kinh nghi®m
597	597	1000	Buff5_2							0	0	0	1	0		Tôi Yêu Thiên Long: Tång t¤t cä thuµc tính nhân v§t
600	600	1000	Buff3_4							0	0	0	1	0		Vi®n trş: Gia tång ğ« khán Bång
601	601	1000	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂÀ¶¹â»·		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Tân lam quang hoàn: Gia tång t¤t cä thuµc tính
602	602	1000	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂºì¹â»·		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Sß ğ° tình thâm: gia tång cß¶ng lñc và nµi lñc
603	603	1000	Function_3	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂ»Æ¹â»·		ÉíÌåÖĞĞÄµã	0	0	0	1	0		M×ng ngày ğoàn viên: gia tång t¤t cä các thuµc tính
604	604	1000	fuqiskill_5	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	Çé±È½ğ¼á		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Tình tÜ kim kiên: gia tång t¤t cä thuµc tính
605	605	1000	Buff5_16	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	buffer_¿Æ¾Ù		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Kim bäng ğ« danh: gia tång hµi công công kích và phòng thü hµi công
606	606	1000	Buff6_1							0	0	0	1	0		Võ lâm minh chü: không th¬ m· bäo rß½ng trong Tung S½n phong thi«n ğài
607	607	1000	Buff6_6							0	0	0	1	0		Di®t: gia tång ngoÕi công công kích
608	607	1000	Buff6_5							0	0	0	1	0		Ch¤n: gia tång nµi công công kích
609	607	1000	Buff6_4							0	0	0	1	0		T¤n: gia tång t¯c ğµ di chuy¬n
610	607	1000	Buff6_3							0	0	0	1	0		HoÕt: tång cß¶ng thân pháp
611	116	1000	Buff6_2							0	0	0	1	0		Sinh: sau khi chªt có th¬ h°i sinh, sau khi h°i sinh máu và khí ğ«u ğ¥y
612	612	8600	CommonNPCHeader7_12							0	0	0	0	0		Bäo hµ cüa Vu CØu Liên: không th¬ di chuy¬n và xu¤t chiêu và cûng không g£p phäi sát thß½ng
613	613	1000	Buff3_15							0	0	0	0	0		T§p trung tinh th¥n, không màng xung quanh
614	36	9000	FightSkillXiaoYao_15							0	1	1	0	0		Hß nhßşc: M· rµng phÕm vi sát thß½ng
615	615	1000	Buff6_12				»î¶¯BUFF_A01		ÉíÌåÖĞĞÄµã	1	0	0	1	0		Thiên Long m×ng tu±i: tång nµi công, ngoÕi công #rCó th¬ ğªn ĞÕi Lı Cung Thái Vân (170,123) nh§n lînh
616	616	1000	Buff6_11				»î¶¯BUFF_B01		ÉíÌåÖĞĞÄµã	1	0	0	1	0		Chân tình h°i quÛ: tång nµi công, ngoÕi công
617	617	1000	PetSkill4_1				cw_shengyou		Í·¶¥×´Ì¬µã	0	0	0	1	0		Quy xác: không phäi ch¸u sát thß½ng ğ°ng th¶i không th¬ di chuy¬n và công kích
618	618	1000	PetSkill3_3				cw_rouqiang		Í·¶¥×´Ì¬µã	0	0	1	0	0		Tu La Chú: giäm nµi thü
619	619	1000	Food_8				g01_buff_Ê¥µ®ÀñºĞ01		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Tân Xuân vui vë: th¬ lñc, cß¶ng lñc, nµi lñc, trí lñc, thân pháp m²i loÕi tång 20 ği¬m #r#YThiên chi giao tØ#r Ğªn#GTä Ğ°ng · Tô Châu#Yğ¬ nh§n#rThiên Long Bát Bµ chúc các hÕ nåm m¾i vui vë!
620	620	1000	Food_8				g01_buff_Ê¥µ®ÀñºĞ02		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Tân Xuân vui vë: th¬ lñc, cß¶ng lñc, nµi lñc, trí lñc, thân pháp m²i loÕi tång 20 ği¬m #r#YThiên chi giao tØ#r Ğªn#GTä Ğ°ng · Tô Châu#Yğ¬ nh§n#rThiên Long Bát Bµ chúc các hÕ nåm m¾i vui vë!
621	621	1000	Food_8				g01_buff_Ê¥µ®ÀñºĞ03		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Tân Xuân vui vë: th¬ lñc, cß¶ng lñc, nµi lñc, trí lñc, thân pháp m²i loÕi tång 20 ği¬m #r#YThiên chi giao tØ#r Ğªn#GTä Ğ°ng · Tô Châu#Yğ¬ nh§n#rThiên Long Bát Bµ chúc các hÕ nåm m¾i vui vë!
622	622	1000	Food_8				g01_buff_Ê¥µ®ÀñºĞ04		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Tân Xuân vui vë: th¬ lñc, cß¶ng lñc, nµi lñc, trí lñc, thân pháp m²i loÕi tång 20 ği¬m #r#YThiên chi giao tØ#r Ğªn#GTä Ğ°ng · Tô Châu#Yğ¬ nh§n#rThiên Long Bát Bµ chúc các hÕ nåm m¾i vui vë!
623	623	1000	PetSkill4_1				g01_xx_jq_ÉñÄ¾ĞĞ_1		ÉíÌåÖĞĞÄµã	0	0	0	1	0		PhÕm thú Kh¯n: s¨ tñ phát n± sau 10 giây, làm giäm t¯c ğµ di chuy¬n cho 6 møc tiêu lân c§n.
624	624	1000	Buff5_1		Skills\Xy\Xy_»­µØÎªÀÎ_»÷ÖĞ.wav		g01_xy_sf_zdo_»­µØÎªÀÎ		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		PhÕm thú: bao vây, không th¬ di chuy¬n, không th¬ sØ døng b¤t kÏ thao tác nào, ğ°ng th¶i cûng không th¬ công kích.
625	625	1000	PetSkill4_1				g01_xx_jq_ÉñÄ¾ĞĞ_1		ÉíÌåÖĞĞÄµã	0	0	0	1	0		PhÕm thú - Trì: s¨ tñ phát n± sau 10 giây, làm giäm t¯c ğµ di chuy¬n cho 6 møc tiêu lân c§n.
626	626	1450	PetSkill4_1				g01_xx_jq_ÉñÄ¾ĞĞ_1		ÉíÌåÖĞĞÄµã	0	0	0	1	0		PhÕm thú - Biªn: s¨ tñ phát n± sau 10 giây, làm giäm t¯c ğµ di chuy¬n cho 6 møc tiêu lân c§n.
627	627	1000	Buff1_1	g01_yanggetianjun		ÉíÌåÊÜ»÷µã	g01_buff100		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		PhÕm thú: di chuy¬n t¯c ğµ giäm ch§m.
628	628	1000	Buff6_12	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂÀ¶¹â»·		ÉíÌåÖĞĞÄµã	1	0	0	1	0		Vui Ch½i Thiên Long: gia tång sát thß½ng ngoÕi công, nµi công #rCó th¬ ğªn ĞÕi Lı g£p Cung Thái Vân (170,123) ğ¬ nh§n.
629	629	1000	Charm4_14				g01_buffÊ¥»ğÊ¹Õß		ÉíÌåÖĞĞÄµã	0	0	1	0	0		Rùa thö chÕy ğua: chï sÑ giä chuy«n lØa m¾i có tß cách ğ¯t Kh±ng Minh Ğång
632	632	1450	PetHeader1_14							0	0	1	0	0		Biªn hình- Ô Quy: biªn thành rùa ğen (không th¬ tñ giäi tr×)
633	633	1450	PetHeader1_25							0	0	1	0	0		Biªn hình- Thö: biªn thành thö (không th¬ tñ giäi tr×)
634	634	1000	Buff7_2				g01_buff»¬µ¹		½ÅÏÂ¹âÈ¦µã	0	0	1	0	0		Trßşt ngã: trßşt vö dßa ngã, t¯c ğµ di chuy¬n giäm 50%
635	635	1000	Buff7_1				g01_buff»¬ĞĞ		½ÅÏÂ¹âÈ¦µã	0	0	1	0	0		Trßşt ği: giçm vö dßa trßşt ği, t¯c ğµ di chuy¬n tång 50%
636	636	1000	Buff6_16				g01_buff¶¨Éí		½ÅÏÂ¹âÈ¦µã	0	0	1	0	0		ĞÑng yên: b¸ trúng bçy, không th¬ di chuy¬n
637	637	1000	Buff6_14				g01_buff¿Ö¾å		ÉíÌåÖĞĞÄµã	0	0	1	0	0		Sş hãi: b¸ ğ° ch½i con rít d÷a ğªn sş xanh m£t
638	638	1000	Buff6_15				g01_buff»èË¯		ÉíÌåÖĞĞÄµã	0	0	1	0	0		Ngü mê: b¸ kháp thøy trùng c¡n, ngü mê m®t
639	639	1000	Buff6_13				g01_buffÂé±Ô		ÉíÌåÖĞĞÄµã	0	0	1	0	0		Tê li®t: b¸ ong vò vë chích tê li®t, không th¬ cØ ğµng
640	640	1000	Huodong_2_1							0	0	0	0	0		Thánh Höa SÑ Giä
641	641	1000	TaskTools3_7							0	0	0	0	0		Hµ T¯ng Thánh Höa: khi hµ t¯ng Thánh Höa s¨ r½i vào trÕng thái V§n Thâu
642	641	1000	TaskTools3_8							0	0	0	0	0		Tång: 15% nµi thü
643	463	8000	Amulet3_5				buff_ÖØÂ¥ÄæÌì		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chân Trùng Lâu Ng÷c: Lúc công kích tång 3% khä nång ch¤n nhiªp h°n phách kë ğ¸ch, làm cho kë ğ¸ch tê li®t, kéo dài trong 20 giây, không th¬ phá giäi.
644	99	1400	RideHeader3_3							0	0	0	1	0		Thú cßŞi: Cñ Viên
645	645	9999	RideHeader2_7				taiwan_GM		Í·¶¥×´Ì¬µã	1	0	0	1	0		GM chuyên dùng BUFF: tång t¯c, ¦n thân, vô ğ¸ch
646	646	2000	Shenqi_3							1	0	0	0	0		Dung Kim LÕc Dß½ng: Khi ğánh trúng kë ğ¸ch, có th¬ tung ra sát thß½ng cµng hß·ng gây t±n thß½ng thêm cho kë ğ¸ch ğ°ng th¶i tång ngoÕi công cüa bän thân, giäm ngoÕi thü cüa ğ¯i phß½ng trong mµt khoäng th¶i gian.
647	646	2000	Shenqi_2							1	0	0	0	0		Thu Thüy Vô Ngân:  Khi ğánh trúng kë ğ¸ch, có th¬ tung ra sát thß½ng cµng hß·ng gây t±n thß½ng thêm cho kë ğ¸ch ğ°ng th¶i tång ngoÕi công cüa bän thân, giäm ngoÕi thü cüa ğ¯i phß½ng trong mµt khoäng th¶i gian.
648	646	2000	Shenqi_5							1	0	0	0	0		Bích Häi Ngân Ğào:  Khi ğánh trúng kë ğ¸ch, có th¬ tung ra sát thß½ng cµng hß·ng gây t±n thß½ng thêm cho kë ğ¸ch ğ°ng th¶i tång ngoÕi công cüa bän thân, giäm ngoÕi thü cüa ğ¯i phß½ng trong mµt khoäng th¶i gian.
649	646	2000	Shenqi_4							1	0	0	0	0		VÕn Hác Tùng Phong:  Khi ğánh trúng kë ğ¸ch, có th¬ tung ra sát thß½ng cµng hß·ng gây t±n thß½ng thêm cho kë ğ¸ch ğ°ng th¶i tång ngoÕi công cüa bän thân, giäm ngoÕi thü cüa ğ¯i phß½ng trong mµt khoäng th¶i gian.
650	650	2000	Buff2_12				wq_¹íÍ·µ¶´¥·¢		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		D¯c lñc: tång ngoÕi công
651	651	2000	Buff2_13				wq_ÉñÆ÷ÎäÆ÷´¥·¢		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		Tích lñc: tång nµi công
652	652	2000	Buff2_10				wq_ÉñÆ÷ÎäÆ÷´¥·¢		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		Tuy®t di®u: tång hµi công
653	653	2000	Buff2_8				wq_ÕÛÉÈ´¥·¢		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		Tinh di®u: tång chính xác
654	654	2000	Buff2_10				wq_ÉñÆ÷ÎäÆ÷´¥·¢		×óÎäÆ÷°ó¶¨µã	0	0	0	1	0		Tuy®t di®u: tång hµi công
655	655	1000	CommonLiveSkill2_4				g01_buffÆÕÍ¨¹Ò»ú		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		C± Mµ hành công tâm pháp
656	655	1000	CommonLiveSkill2_5				g01_bufÈËÃñ±Ò¹Ò»ú		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Toàn Chân hành công tâm pháp
658	658	1450	Charm4_16							0	0	0	0	0		Biªn hình Th¢ng B¶m: không th¬ nào dùng tay xóa bö
659	659	1450	Charm4_16							0	0	0	0	0		Biªn hình L­ Sß Phø: không th¬ nào dùng tay xóa bö
660	660	1000	PetSkill8_16	cw_jieli		Í·¶¥×´Ì¬µã				0	0	0	0	0		Siêu C¤p Tá Lñc: Tång cß¶ng lñc
661	661	1000	PetSkill8_7	cw_yihun		Í·¶¥×´Ì¬µã				0	0	0	0	0		Siêu C¤p Di H°n: Tång trí lñc
662	662	1000	PetSkill8_14	cw_jiasu		Í·¶¥×´Ì¬µã				0	0	0	0	0		Siêu C¤p Thu¤n Änh: Tång thân pháp
663	663	1000	PetSkill8_11	cw_qiangshen		Í·¶¥×´Ì¬µã				0	0	0	0	0		Siêu C¤p Cß¶ng Thân: Tång th¬ lñc
664	664	1000	PetSkill8_4	cw_ningshen		Í·¶¥×´Ì¬µã				0	0	0	0	0		Siêu Cñc Ngßng Th¥n: Tång nµi lñc
665	665	1000	PetSkill8_2							0	0	0	0	0		Bång Cang: tång 50 ği¬m Bång kháng ğ°ng th¶i tång t¤t cä thuµc tính
666	666	1000	PetSkill9_4							0	0	0	0	0		Höa Cang: tång 50 ği¬m Höa kháng ğ°ng th¶i tång t¤t cä thuµc tính
667	667	1000	PetSkill8_5							0	0	0	0	0		Ğµc Cang: tång 50 ği¬m Ğµc kháng ğ°ng th¶i tång t¤t cä thuµc tính
668	668	1000	PetSkill9_1							0	0	0	0	0		Huy«n Cang: tång 50 ği¬m Huy«n kháng ğ°ng th¶i tång t¤t cä thuµc tính
669	669	1000	PetSkill8_1							0	0	0	0	0		ĞÕi Trí Nhßşc Ngu: tång gi¾i hÕn máu, giäm khä nång né tránh và chính xác
670	670	1000	PetSkill9_3							0	0	0	0	0		C± Linh Tinh Quái: tång khä nång chính xác và né tránh, giäm phòng ngñ
671	671	1000	PetSkill8_12							0	0	0	0	0		Thô Trung Hæu Tª: tång phòng ngñ, giäm hµi công
672	672	1000	PetSkill9_2							0	0	0	0	0		Bính TØ Tß½ng Bác: tång hµi công, giäm gi¾i hÕn máu
673	673	1000	PetSkill9_6							0	0	0	0	0		Th¥n Du TÑ Häi: tång nµi công, giäm ngoÕi công
674	674	1000	PetSkill9_9							0	0	0	0	0		Lñc BÕt S½n Hà: tång ngoÕi công, giäm nµi công
675	675	1000	PetSkill8_3							0	0	0	1	0		Siêu C¤p Th¯ng Kích: tång ğµ chính xác
676	676	1000	PetSkill8_6							0	0	0	2	0		Siêu C¤p Mãnh Kích: tång ğµ chính xác
677	677	1000	PetSkill9_10							0	0	0	3	0		Cñc Bång Chú: tång Bång công
678	678	1000	PetSkill9_8							0	0	0	4	0		Minh Höa Chú: tång Höa công
679	679	1000	PetSkill9_5							0	0	0	5	0		Thiên Lôi Chú: tång Huy«n công
680	680	1000	PetSkill9_7							0	0	0	6	0		Th¸ Ğµc Chú: tång Ğµc công
681	13	1000	Buff0_9				buff_fengxue_01		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Phong huy®t: Không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không có cách gì ğánh tïnh
682	23	1000	Buff1_1				g01_buff100		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		Cß½ng nghÕnh: T¯c ğµ di chuy¬n ch§m
683	619	1000	Treasure3_2				g01_buff_Ê¥µ®ÀñºĞ01		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		T¯ng Phiêu Hß½ng: v×a m¾i dùng xong miªng bánh th½m ngon, cäm th¤y khí lñc toàn thân, tång t¤t cä thuµc tính 5 ği¬m
684	700	1000	Huodong_3_1				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 12 ği¬m
685	700	1000	Huodong_3_1				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 15 ği¬m
686	700	1000	Huodong_3_1				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 18 ği¬m
687	700	1000	Huodong_3_1				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 21 ği¬m
688	700	1000	Huodong_3_1				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 24 ği¬m
689	700	1000	Huodong_3_1				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 27 ği¬m
690	700	1000	Huodong_3_1				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 30 ği¬m
691	700	1000	Huodong_3_1				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 33 ği¬m
692	700	1000	Huodong_3_1				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 36 ği¬m
693	700	1000	Huodong_3_1				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 39 ği¬m
694	700	1000	Huodong_3_1				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 9 ği¬m
695	700	7500	Buff10_11							1	0	0	0	0		Ğào Hoa Tr§n 1: bao vây, không th¬ di chuy¬n, không th¬ sØ døng v§t ph¦m và kÛ nång, mi­n d¸ch sát thß½ng
696	700	7500	Buff10_12							1	0	0	0	0		Ğào Hoa Tr§n 2: bao vây, không th¬ di chuy¬n, không th¬ sØ døng v§t ph¦m và kÛ nång, mi­n d¸ch sát thß½ng
697	700	1000	Buff10_13							1	0	0	0	0		Ğào Hoa Kiªp: G£p phäi Ğào Hoa Kiªp, t±n hao nguyên khí, trong vòng 1 phút không th¬ kích hoÕt lÕi Ğào Hoa Tr§n.
698	700	1000	Buff10_14				buff_Ôµ·ÖÓ¡Ö¤		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Duyên Ph§n „n ChÑng: Tång 15 ği¬m t¤t cä thuµc tính
699	699	1000	RideHeader2_7				taiwan_GM		Í·¶¥×´Ì¬µã	1	0	0	1	0		BUFF chuyên døng cüa GM: tång t¯c, vô ğ¸ch
700	700	1000	TaskTools4_12							1	0	0	0	0		Chiªu bài : Nghê H°ng Ğång
701	700	1000	TaskTools4_12							1	0	0	0	0		Chiªu bài: Ğao kiªm tranh phong
702	700	1000	TaskTools4_12							1	0	0	0	0		Chiªu bài: Thiªt giáp ğ°ng bích
703	700	1000	TaskTools4_12							1	0	0	0	0		Chiªu bài: Trân c¥m d¸ thú
704	700	1000	TaskTools4_12							1	0	0	0	0		Chiªu bài: Kim Tñ Chiªu bài
705	343	1000	Treasure_12							1	0	0	0	0		Càn khôn bôi: Tñ ğµng thu th§p v§t ph¦m lúc quái v§t r¾t ra
706	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 6 ği¬m t¤t cä thuµc tính
