INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
27451	Biªn D¸ Hiên Viên Thiên Phßþng	2745	65	9	1	0	1000	10	692	450000	-1	-1	728	900000	657	400000	730	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	5620	8430	15850	8990	11240	11530	12680	13250	14980	17290	500	100	200	100	100	2000	27450
27452	Biªn D¸ Hiên Viên Thiên Phßþng	2745	65	9	1	0	1000	10	692	450000	-1	-1	728	900000	657	400000	730	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	5940	8910	16750	9500	11880	11530	12680	13250	14980	17290	500	100	200	100	100	2000	27450
27453	Biªn D¸ Hiên Viên Thiên Phßþng	2745	65	9	1	0	1000	10	692	450000	-1	-1	728	900000	657	400000	730	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	6250	9380	17650	10010	12510	11530	12680	13250	14980	17290	500	100	200	100	100	2000	27450
27454	Biªn D¸ Hiên Viên Thiên Phßþng	2745	65	9	1	0	1000	10	692	450000	-1	-1	728	900000	657	400000	730	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	6570	9860	18550	10520	13150	11530	12680	13250	14980	17290	500	100	200	100	100	2000	27450
27455	Biªn D¸ Hiên Viên Thiên Phßþng	2745	65	9	1	0	1000	10	692	450000	-1	-1	728	900000	657	400000	730	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	6890	10340	19440	11030	13790	11530	12680	13250	14980	17290	500	100	200	100	100	2000	27450
27459	Hiên Viên Thiên Phßþng Bäo Bäo	2745	65	9	0	1	1000	10	692	450000	-1	-1	728	900000	657	400000	730	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	5300	7950	14960	8480	10610	11530	12680	13250	14980	17290	500	100	200	100	100	2000	27450
27460	Hiên Viên Thiên Phßþng Trß·ng Thành	2746	75	9	0	0	1000	10	692	500000	-1	-1	728	900000	657	450000	730	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	5510	8260	15530	8810	11020	12550	13800	14430	16310	18820	500	100	200	100	100	2000	27460
27461	Biªn D¸ Hiên Viên Thiên Phßþng	2746	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	657	450000	730	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	5780	8670	16310	9250	11570	12550	13800	14430	16310	18820	500	100	200	100	100	2000	27460
27462	Biªn D¸ Hiên Viên Thiên Phßþng	2746	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	657	450000	730	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	6060	9090	17090	9690	12120	12550	13800	14430	16310	18820	500	100	200	100	100	2000	27460
27463	Biªn D¸ Hiên Viên Thiên Phßþng	2746	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	657	450000	730	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	6330	9500	17860	10130	12670	12550	13800	14430	16310	18820	500	100	200	100	100	2000	27460
27464	Biªn D¸ Hiên Viên Thiên Phßþng	2746	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	657	450000	730	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	6610	9910	18640	10570	13220	12550	13800	14430	16310	18820	500	100	200	100	100	2000	27460
27465	Biªn D¸ Hiên Viên Thiên Phßþng	2746	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	657	450000	730	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	6880	10330	19420	11020	13770	12550	13800	14430	16310	18820	500	100	200	100	100	2000	27460
27466	Biªn D¸ Hiên Viên Thiên Phßþng	2746	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	657	450000	730	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	7160	10740	20190	11460	14320	12550	13800	14430	16310	18820	500	100	200	100	100	2000	27460
27469	Hiên Viên Thiên Phßþng Bäo Bäo	2746	75	9	0	1	1000	10	692	500000	-1	-1	728	900000	657	450000	730	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	5510	8260	15530	8810	11020	12550	13800	14430	16310	18820	500	100	200	100	100	2000	27460
27470	Hiên Viên Thiên Phßþng Trß·ng Thành	2747	85	9	0	0	1000	10	692	550000	-1	-1	728	900000	657	500000	730	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	5710	8560	16100	9130	11420	13570	14920	15600	17640	20350	500	100	200	100	100	2000	27470
27471	Biªn D¸ Hiên Viên Thiên Phßþng	2747	85	9	1	0	1000	10	692	550000	-1	-1	728	900000	657	500000	730	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	5950	8930	16790	9520	11900	13570	14920	15600	17640	20350	500	100	200	100	100	2000	27470
27472	Biªn D¸ Hiên Viên Thiên Phßþng	2747	85	9	1	0	1000	10	692	550000	-1	-1	728	900000	657	500000	730	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	6190	9290	17480	9910	12390	13570	14920	15600	17640	20350	500	100	200	100	100	2000	27470
27473	Biªn D¸ Hiên Viên Thiên Phßþng	2747	85	9	1	0	1000	10	692	550000	-1	-1	728	900000	657	500000	730	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	6440	9660	18170	10310	12880	13570	14920	15600	17640	20350	500	100	200	100	100	2000	27470
27474	Biªn D¸ Hiên Viên Thiên Phßþng	2747	85	9	1	0	1000	10	692	550000	-1	-1	728	900000	657	500000	730	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	6680	10030	18860	10700	13370	13570	14920	15600	17640	20350	500	100	200	100	100	2000	27470
27475	Biªn D¸ Hiên Viên Thiên Phßþng	2747	85	9	1	0	1000	10	692	550000	-1	-1	728	900000	657	500000	730	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	6930	10400	19550	11090	13860	13570	14920	15600	17640	20350	500	100	200	100	100	2000	27470
27476	Biªn D¸ Hiên Viên Thiên Phßþng	2747	85	9	1	0	1000	10	692	550000	-1	-1	728	900000	657	500000	730	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	7170	10760	20240	11480	14350	13570	14920	15600	17640	20350	500	100	200	100	100	2000	27470
27477	Biªn D¸ Hiên Viên Thiên Phßþng	2747	85	9	1	0	1000	10	692	550000	-1	-1	728	900000	657	500000	730	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	7420	11130	20930	11870	14840	13570	14920	15600	17640	20350	500	100	200	100	100	2000	27470
27479	Hiên Viên Thiên Phßþng Bäo Bäo	2747	85	9	0	1	1000	10	692	550000	-1	-1	728	900000	657	500000	730	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	5710	8560	16100	9130	11420	13570	14920	15600	17640	20350	500	100	200	100	100	2000	27470
27480	Hiên Viên Thiên Phßþng Trß·ng Thành	2748	95	9	0	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	5910	8870	16680	9460	11830	14590	16040	16770	18960	23880	500	100	200	100	100	2000	27480
27481	Biªn D¸ Hiên Viên Thiên Phßþng	2748	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	6130	9200	17300	9810	12270	14590	16040	16770	18960	23880	500	100	200	100	100	2000	27480
27482	Biªn D¸ Hiên Viên Thiên Phßþng	2748	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	6350	9530	17930	10170	12710	14590	16040	16770	18960	23880	500	100	200	100	100	2000	27480
27483	Biªn D¸ Hiên Viên Thiên Phßþng	2748	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	6580	9870	18550	10520	13160	14590	16040	16770	18960	23880	500	100	200	100	100	2000	27480
27484	Biªn D¸ Hiên Viên Thiên Phßþng	2748	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	6800	10200	19180	10880	13600	14590	16040	16770	18960	23880	500	100	200	100	100	2000	27480
27485	Biªn D¸ Hiên Viên Thiên Phßþng	2748	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	7020	10530	19800	11230	14040	14590	16040	16770	18960	23880	500	100	200	100	100	2000	27480
27486	Biªn D¸ Hiên Viên Thiên Phßþng	2748	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	7240	10860	20430	11590	14490	14590	16040	16770	18960	23880	500	100	200	100	100	2000	27480
27487	Biªn D¸ Hiên Viên Thiên Phßþng	2748	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	7460	11200	21050	11940	14930	14590	16040	16770	18960	23880	500	100	200	100	100	2000	27480
27488	Biªn D¸ Hiên Viên Thiên Phßþng	2748	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	7680	11530	21680	12300	15370	14590	16040	16770	18960	23880	500	100	200	100	100	2000	27480
27489	Hiên Viên Thiên Phßþng Bäo Bäo	2748	95	9	0	1	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	5910	8870	16680	9460	11830	14590	16040	16770	18960	23880	500	100	200	100	100	2000	27480
27490	Bách Biªn Uông TØ Trß·ng Thành	2749	5	9	0	0	1000	10	694	300000	-1	-1	722	900000	661	250000	726	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	13130	10310	6560	8440	6560	8460	9300	9720	10990	12690	100	300	100	100	400	2000	27490
27491	Bách Biªn Uông TØ Biªn D¸	2749	5	9	1	0	1000	10	694	300000	-1	-1	722	900000	661	250000	726	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	15100	11860	7550	9700	7550	8460	9300	9720	10990	12690	100	300	100	100	400	2000	27490
27492	Bách Biªn Uông TØ Biªn D¸	2749	5	9	1	0	1000	10	694	300000	-1	-1	722	900000	661	250000	726	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	17070	13410	8530	10970	8530	8460	9300	9720	10990	12690	100	300	100	100	400	2000	27490
27499	Bách Biªn Uông TØ Bäo Bäo	2749	5	9	0	1	1000	10	694	300000	-1	-1	722	900000	661	250000	726	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	13130	10310	6560	8440	6560	8460	9300	9720	10990	12690	100	300	100	100	400	2000	27490
27500	Bách Biªn Uông TØ Trß·ng Thành	2750	45	9	0	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	13700	10760	6850	8810	6850	9480	10420	10900	12320	14220	100	300	100	100	400	2000	27500
27501	Bách Biªn Uông TØ Biªn D¸	2750	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	15070	11840	7530	9690	7530	9480	10420	10900	12320	14220	100	300	100	100	400	2000	27500
27502	Bách Biªn Uông TØ Biªn D¸	2750	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	16440	12920	8220	10570	8220	9480	10420	10900	12320	14220	100	300	100	100	400	2000	27500
27503	Bách Biªn Uông TØ Biªn D¸	2750	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	17810	13990	8900	11450	8900	9480	10420	10900	12320	14220	100	300	100	100	400	2000	27500
27509	Bách Biªn Uông TØ Bäo Bäo	2750	45	9	0	1	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	13700	10760	6850	8810	6850	9480	10420	10900	12320	14220	100	300	100	100	400	2000	27500
27510	Bách Biªn Uông TØ Trß·ng Thành	2751	55	9	0	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	14280	11220	7140	9180	7140	10510	11560	12080	13660	15760	100	300	100	100	400	2000	27510
27511	Bách Biªn Uông TØ Biªn D¸	2751	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	15350	12060	7670	9860	7670	10510	11560	12080	13660	15760	100	300	100	100	400	2000	27510
27512	Bách Biªn Uông TØ Biªn D¸	2751	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	16420	12900	8210	10550	8210	10510	11560	12080	13660	15760	100	300	100	100	400	2000	27510
27513	Bách Biªn Uông TØ Biªn D¸	2751	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	17490	13740	8740	11240	8740	10510	11560	12080	13660	15760	100	300	100	100	400	2000	27510
27514	Bách Biªn Uông TØ Biªn D¸	2751	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	18560	14580	9280	11930	9280	10510	11560	12080	13660	15760	100	300	100	100	400	2000	27510
27519	Bách Biªn Uông TØ Bäo Bäo	2751	55	9	0	1	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	14280	11220	7140	9180	7140	10510	11560	12080	13660	15760	100	300	100	100	400	2000	27510
27520	Bách Biªn Uông TØ Trß·ng Thành	2752	65	9	0	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	14850	11670	7420	9540	7420	11530	12680	13250	14980	17290	100	300	100	100	400	2000	27520
27521	Bách Biªn Uông TØ Biªn D¸	2752	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	15740	12370	7870	10120	7870	11530	12680	13250	14980	17290	100	300	100	100	400	2000	27520
27522	Bách Biªn Uông TØ Biªn D¸	2752	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	16630	13070	8310	10690	8310	11530	12680	13250	14980	17290	100	300	100	100	400	2000	27520
27523	Bách Biªn Uông TØ Biªn D¸	2752	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	17520	13770	8760	11260	8760	11530	12680	13250	14980	17290	100	300	100	100	400	2000	27520
27524	Bách Biªn Uông TØ Biªn D¸	2752	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	18410	14470	9200	11840	9200	11530	12680	13250	14980	17290	100	300	100	100	400	2000	27520
27525	Bách Biªn Uông TØ Biªn D¸	2752	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	19310	15170	9650	12410	9650	11530	12680	13250	14980	17290	100	300	100	100	400	2000	27520
27529	Bách Biªn Uông TØ Bäo Bäo	2752	65	9	0	1	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	14850	11670	7420	9540	7420	11530	12680	13250	14980	17290	100	300	100	100	400	2000	27520
27530	Bách Biªn Uông TØ Trß·ng Thành	2753	75	9	0	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	15420	12120	7710	9910	7710	12550	13800	14430	16310	18820	100	300	100	100	400	2000	27530
27531	Bách Biªn Uông TØ Biªn D¸	2753	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	16190	12720	8090	10410	8090	12550	13800	14430	16310	18820	100	300	100	100	400	2000	27530
27532	Bách Biªn Uông TØ Biªn D¸	2753	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	16970	13330	8480	10900	8480	12550	13800	14430	16310	18820	100	300	100	100	400	2000	27530
27533	Bách Biªn Uông TØ Biªn D¸	2753	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	17740	13940	8870	11400	8870	12550	13800	14430	16310	18820	100	300	100	100	400	2000	27530
27534	Bách Biªn Uông TØ Biªn D¸	2753	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	18510	14540	9250	11900	9250	12550	13800	14430	16310	18820	100	300	100	100	400	2000	27530
27535	Bách Biªn Uông TØ Biªn D¸	2753	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	19280	15150	9640	12390	9640	12550	13800	14430	16310	18820	100	300	100	100	400	2000	27530
27536	Bách Biªn Uông TØ Biªn D¸	2753	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	20050	15750	10020	12890	10020	12550	13800	14430	16310	18820	100	300	100	100	400	2000	27530
27539	Bách Biªn Uông TØ Bäo Bäo	2753	75	9	0	1	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	15420	12120	7710	9910	7710	12550	13800	14430	16310	18820	100	300	100	100	400	2000	27530
27540	Bách Biªn Uông TØ Trß·ng Thành	2754	85	9	0	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	15980	12560	7990	10270	7990	13570	14920	15600	17640	20350	100	300	100	100	400	2000	27540
27541	Bách Biªn Uông TØ Biªn D¸	2754	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	16670	13100	8330	10710	8330	13570	14920	15600	17640	20350	100	300	100	100	400	2000	27540
27542	Bách Biªn Uông TØ Biªn D¸	2754	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	17350	13630	8670	11150	8670	13570	14920	15600	17640	20350	100	300	100	100	400	2000	27540
27543	Bách Biªn Uông TØ Biªn D¸	2754	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	18040	14170	9020	11590	9020	13570	14920	15600	17640	20350	100	300	100	100	400	2000	27540
27544	Bách Biªn Uông TØ Biªn D¸	2754	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	18720	14710	9360	12030	9360	13570	14920	15600	17640	20350	100	300	100	100	400	2000	27540
27545	Bách Biªn Uông TØ Biªn D¸	2754	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	19410	15250	9700	12480	9700	13570	14920	15600	17640	20350	100	300	100	100	400	2000	27540
27546	Bách Biªn Uông TØ Biªn D¸	2754	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	20090	15790	10040	12920	10040	13570	14920	15600	17640	20350	100	300	100	100	400	2000	27540
27547	Bách Biªn Uông TØ Biªn D¸	2754	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	20780	16330	10390	13360	10390	13570	14920	15600	17640	20350	100	300	100	100	400	2000	27540
27549	Bách Biªn Uông TØ Bäo Bäo	2754	85	9	0	1	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	15980	12560	7990	10270	7990	13570	14920	15600	17640	20350	100	300	100	100	400	2000	27540
27550	Bách Biªn Uông TØ Trß·ng Thành	2755	95	9	0	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	16560	13010	8280	10640	8280	14590	16040	16770	18960	23880	100	300	100	100	400	2000	27550
27551	Bách Biªn Uông TØ Biªn D¸	2755	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	17180	13500	8590	11040	8590	14590	16040	16770	18960	23880	100	300	100	100	400	2000	27550
27552	Bách Biªn Uông TØ Biªn D¸	2755	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	17800	13980	8900	11440	8900	14590	16040	16770	18960	23880	100	300	100	100	400	2000	27550
27553	Bách Biªn Uông TØ Biªn D¸	2755	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	18420	14470	9210	11840	9210	14590	16040	16770	18960	23880	100	300	100	100	400	2000	27550
27554	Bách Biªn Uông TØ Biªn D¸	2755	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	19040	14960	9520	12240	9520	14590	16040	16770	18960	23880	100	300	100	100	400	2000	27550
27555	Bách Biªn Uông TØ Biªn D¸	2755	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	19660	15450	9830	12640	9830	14590	16040	16770	18960	23880	100	300	100	100	400	2000	27550
27556	Bách Biªn Uông TØ Biªn D¸	2755	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	20280	15940	10140	13040	10140	14590	16040	16770	18960	23880	100	300	100	100	400	2000	27550
27557	Bách Biªn Uông TØ Biªn D¸	2755	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	20900	16420	10450	13440	10450	14590	16040	16770	18960	23880	100	300	100	100	400	2000	27550
27558	Bách Biªn Uông TØ Biªn D¸	2755	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	21530	16910	10760	13840	10760	14590	16040	16770	18960	23880	100	300	100	100	400	2000	27550
27559	Bách Biªn Uông TØ Bäo Bäo	2755	95	9	0	1	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	16560	13010	8280	10640	8280	14590	16040	16770	18960	23880	100	300	100	100	400	2000	27550
27560	Huy«n Hoang Ð¢ng Xà Trß·ng Thành	2756	5	9	0	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	7500	13130	6560	5620	7500	8460	9300	9720	10990	12690	100	450	200	150	100	2000	27560
27561	Biªn D¸ Huy«n Hoang Ð¢ng Xà	2756	5	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	8620	15100	7550	6470	8620	8460	9300	9720	10990	12690	100	450	200	150	100	2000	27560
27562	Biªn D¸ Huy«n Hoang Ð¢ng Xà	2756	5	9	1	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	9750	17070	8530	7310	9750	8460	9300	9720	10990	12690	100	450	200	150	100	2000	27560
27569	Huy«n Hoang Ð¢ng Xà Bäo Bäo	2756	5	9	0	1	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	7500	13130	6560	5620	7500	8460	9300	9720	10990	12690	100	450	200	150	100	2000	27560
27570	Huy«n Hoang Ð¢ng Xà Trß·ng Thành	2757	45	9	0	0	1000	10	737	300000	-1	-1	710	900000	658	250000	668	100000	718	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	7830	13700	6850	5870	7830	9480	10420	10900	12320	14220	100	450	200	150	100	2000	27570
